name,url,source,functions,application,notes,model,prompt_tokens,completion_tokens
,https://materialdistrict.com/material/wood-veneer-roble-collection/,Wood veneer,add-design value; adapt-to-trends; provide-natural aesthetics,furniture surfaces and cabinetry,External knowledge about wood veneer applications was used.,gpt-4o-mini,814,61
,https://materialdistrict.com/material/wood-wool-design-tiles/,wood wool,improve-acoustics; enhance-aesthetics; create-interiors,acoustic wall and ceiling panels,The application is derived from the text describing the use of wood wool in creating tiles that enhance acoustics and aesthetics.,gpt-4o-mini,960,79
,https://materialdistrict.com/material/wood-wool-panels/,wood wool,reduce noise; provide insulation; enhance aesthetics; improve indoor climate,acoustic wall panels for large spaces,External knowledge about acoustic panels and their design applications was used.,gpt-4o-mini,806,70
,https://materialdistrict.com/material/woodcarved-panels/,Acacia wood,maximize strength; create ornamental design; account for wood variations,decorative wood panels for interior design,External knowledge about woodcarving and applications in interior design was used.,gpt-4o-mini,992,68
,https://materialdistrict.com/material/wooden-colour/,wood dust,color-noun; plaster-verb,natural wall plaster for interior design,External knowledge about wall plastering and design was used.,gpt-4o-mini,971,58
,https://materialdistrict.com/material/wooden-textile/,Cambium,create-nonwoven fabric; expand-material qualities; broaden-design applications,flexible wooden cloth for rituals,The application is derived from the traditional use of tapa made from the cambium of the Paper Mulberry tree.,gpt-4o-mini,915,77
,https://materialdistrict.com/material/wooden-textiles/,Wood,provide tactile experience; create flexible surface; allow manipulation by touch,washable indoor upholstery fabric,External knowledge used to specify application based on the description of the material's properties.,gpt-4o-mini,848,67
,https://materialdistrict.com/material/wooden-wall-panels/,Wood,reduce reverberation; improve sound transmission; offer variety,acoustic wall panels for offices,The application is derived from the description of the product's use in specific environments.,gpt-4o-mini,772,68
,https://materialdistrict.com/material/woodfibre-insulation-boards/,wood,provide insulation; protect against cold; reduce noise; resist fire,thermal insulation for buildings,External knowledge about insulation applications was used.,gpt-4o-mini,758,61
,https://materialdistrict.com/material/woodflow-skin/,wood,maximize-strength; provide-flexibility; support-architectural-vision; enable-creation,architectural cladding solution for expressive geometries,External knowledge on architectural cladding was used.,gpt-4o-mini,876,71
,https://materialdistrict.com/material/woodframe-slim-oak-preconsumer/,oak wood,create-partition; design-for-reuse; ensure-transparency; provide-sustainability; allow-disassembly; maintain-aesthetics,modular glass partition system,External knowledge about partition systems and sustainability was used.,gpt-4o-mini,941,83
,https://materialdistrict.com/material/woodframe-slim-reclaimed-meranti-postconsumer/,meranti hardwood,reclaim-noun; process-noun; manufacture-noun; design-noun; create-noun,glass partition system with wooden frame,External knowledge about partition systems and sustainability was used.,gpt-4o-mini,1119,77
,https://materialdistrict.com/material/woodio/,wood composite,store carbon; resist impact; repel dirt; repair easily; resist heat,waterproof bathroom fixtures,External knowledge on waterproof applications of wood composites was used.,gpt-4o-mini,777,71
,https://materialdistrict.com/material/woodleather/,leather,provide insulation; offer durability; enhance aesthetics; facilitate installation,interior flooring tiles,External knowledge about flooring applications was used.,gpt-4o-mini,796,63
,https://materialdistrict.com/material/woodloop/,wood,treat-surface; provide-acoustics; create-texture; serve-as-wall-covering,decorative wall panels for interiors,The application is inferred from the description of the material's use in public and domestic spaces.,gpt-4o-mini,754,79
,https://materialdistrict.com/material/woodnotes-paper-yarn/,paper yarn,provide strength; offer durability; reduce dust accumulation; enable biodegradability,textile for allergy-friendly home decor,External knowledge about the use of paper yarn in textiles was applied.,gpt-4o-mini,826,71
,https://materialdistrict.com/material/woods/,laminate,provide-surfacing; create-durable surfaces; enhance-aesthetics,interior doors and contract furniture,External knowledge about laminate applications was used.,gpt-4o-mini,638,64
,https://materialdistrict.com/material/woodstone/,stone,filter-microscopic particles; trap-particles; provide-flexibility; support-air purification,natural air purification tiles,External knowledge about air purification applications was used.,gpt-4o-mini,745,66
,https://materialdistrict.com/material/woodsure/,wood,enhance-aesthetic appeal; maintain-natural beauty; repel-water; resist-dents; resist-abrasions; convert-wood,countertops and flooring,External knowledge was used to specify the application based on common uses of wood products.,gpt-4o-mini,777,89
,https://materialdistrict.com/material/woodwool-carpet/,wool paper yarn,provide warmth; offer comfort; reduce noise; absorb moisture,indoor hand knitted carpet,External knowledge about carpets and their functions was used.,gpt-4o-mini,704,66
,https://materialdistrict.com/material/wool-aluminium/,wool,weaving-noun; flexible-noun; sturdy-noun,dimensional textile structures,The application is derived from the material's ability to transform between 2D and 3D forms as described in the post text.,gpt-4o-mini,787,80
,https://materialdistrict.com/material/wool-biobased-plastic-carpet/,Wool,combine-fibres; create-material; press-shapes; provide-isolation,acoustic isolation carpet for walls,External knowledge about acoustic isolation applications was used.,gpt-4o-mini,792,67
,https://materialdistrict.com/material/wool-felt-2/,Wool Felt,reduce echo; regulate humidity; clean air; absorb sound,sound-absorbing wall panel,External knowledge about sound-absorbing materials was used.,gpt-4o-mini,778,68
,https://materialdistrict.com/material/wool-felt-i-did-x-hollands-wol-collectief/,wool felt,regulate moisture; provide acoustic insulation; resist fire,acoustic wall coverings,The application is derived from the mention of wall coverings and acoustic solutions in the post text.,gpt-4o-mini,770,69
,https://materialdistrict.com/material/wool-fugenband/,sheep wool,insulate-hollow spaces; purify-air; regulate-humidity; retard-fire; repel-water,thermal insulation for windows and doors,External knowledge about wool's properties was used.,gpt-4o-mini,769,77
,https://materialdistrict.com/material/wool-laminated/,Wool,provide warmth; offer softness; enhance durability,thermal insulation layer in jackets,External knowledge about wool's properties used.,gpt-4o-mini,671,57
,https://materialdistrict.com/material/wool-wall/,Wool,absorb-sound; repel-stains; retard-fire,acoustic wall panels,The application is derived from the description of the Wool Wall's function in absorbing sounds and echoes.,gpt-4o-mini,784,71
,https://materialdistrict.com/material/wool-with-cashmere/,Wool with Cashmere,provide warmth; offer softness; enhance durability; create comfort,overcoats and jackets,External knowledge about typical applications of wool and cashmere blends was used.,gpt-4o-mini,834,71
,https://materialdistrict.com/material/wool-xl-pied-de-poule/,Wool,provide warmth; offer softness; resist fire; resist UV,textile for winter clothing,The application is inferred from the fabric's properties and common uses of wool.,gpt-4o-mini,698,70
,https://materialdistrict.com/material/wootex/,recycled textile and plastic waste,manufacturing-noise barriers; producing-beams; creating-flowerboxes; building-garden patios,noise barrier for urban environments,External knowledge about noise barriers was used.,gpt-4o-mini,887,74
