u,v,weight,edge_type
construct-shelters,habitable spaces from organic waste,1.0,cooccurrence
show-potential,modular facade tile system,1.0,cooccurrence
provide-resilience,hand woven decorative rug,1.0,cooccurrence
provide-resilience,enhance structural resilience,0.650757372379303,semantic
ensure anti-static properties,decorative wall covering,1.0,cooccurrence
color-noun,floor and wall coverings,1.0,cooccurrence
color-noun,decorative wall tiles for sustainable architecture,1.0,cooccurrence
color-noun,natural wall plaster for interior design,1.0,cooccurrence
color-noun,provide colour,0.6790491342544556,semantic
color-noun,provide color,0.6773530840873718,semantic
color-noun,colorant-pigment,0.6327605843544006,semantic
create-hummus,interior sheet material for living spaces,1.0,cooccurrence
create-novel product,custom outdoor flooring for terraces and swimming pools,1.0,cooccurrence
create-novel product,create unique products,0.6685429215431213,semantic
create-novel product,create-novel designs,0.6854043006896973,semantic
create-novel product,process-new products,0.678186297416687,semantic
offer temperature resistance,soft foam padding for automotive interiors,1.0,cooccurrence
offer temperature resistance,resist-high temperatures,0.7638867497444153,semantic
offer temperature resistance,offer weather resistance,0.7583797574043274,semantic
offer temperature resistance,offer-weather resistance,0.6981121301651001,semantic
offer temperature resistance,resist thermal transfer,0.6454787254333496,semantic
offer temperature resistance,resist-temperature variations,0.6953398585319519,semantic
modular-panel,indoor wall paneling system,1.0,cooccurrence
modular-panel,design-panel,0.6901830434799194,semantic
modular-panel,support modular construction,0.630633533000946,semantic
offer durability,interior wall cladding panels,1.0,cooccurrence
offer durability,decorative wall panels,1.0,cooccurrence
offer durability,industrial flooring systems,1.0,cooccurrence
offer durability,acoustic wall panels,1.0,cooccurrence
offer durability,insulated wall and floor covering panels,1.0,cooccurrence
offer durability,corporate signage and display systems,1.0,cooccurrence
offer durability,eco-friendly flooring tiles,1.0,cooccurrence
offer durability,floor covering for residential spaces,1.0,cooccurrence
offer durability,countertops and cladding,1.0,cooccurrence
offer durability,façade cladding system,1.0,cooccurrence
offer durability,decorative area rug for living spaces,1.0,cooccurrence
offer durability,outdoor decking and cladding,1.0,cooccurrence
offer durability,decorative wall panels for indoor spaces,1.0,cooccurrence
offer durability,upholstery for fashionable living spaces,1.0,cooccurrence
offer durability,large format decorative tiles,1.0,cooccurrence
offer durability,outdoor fencing boards,1.0,cooccurrence
offer durability,offer-durability,0.9367961883544922,semantic
offer durability,provide durability,0.768523097038269,semantic
offer durability,provide long-term durability,0.6969856023788452,semantic
resist creep,marine shaft and rudder bearings,1.0,cooccurrence
resist creep,resist deformation,0.6338381767272949,semantic
apply-tile,custom digital image tiles for interior and exterior use,1.0,cooccurrence
apply-tile,grow-tile,0.6647135615348816,semantic
serve feedstock,biocomposite wall cladding,1.0,cooccurrence
support sustainable design,acoustic wall panels and ceiling treatments,1.0,cooccurrence
support sustainable design,engineer environmentally friendly design,0.7246770262718201,semantic
support sustainable design,support-sustainable construction,0.7039839625358582,semantic
support sustainable design,create sustainable alternative,0.687685489654541,semantic
stretch-accommodate shapes,automotive interior trim,1.0,cooccurrence
stretch-accommodate shapes,accommodate-curves,0.6731203198432922,semantic
stretch-accommodate shapes,allow stretch,0.6911062002182007,semantic
allow-easy connection,programmable led façade system,1.0,cooccurrence
provide antibacterial property,high pressure laminates for countertops,1.0,cooccurrence
provide antibacterial property,anti-bacterial-material,0.6953245997428894,semantic
provide antibacterial property,ensure antibacterial properties,0.9096118807792664,semantic
provide antibacterial property,provide antibacterial effect,0.8253490924835205,semantic
provide antibacterial property,providing antimicrobial protection,0.6980105638504028,semantic
allow dyeing,fashion accessories like bags and wallets,1.0,cooccurrence
allow dyeing,handmade decorative paper for crafts,1.0,cooccurrence
allow dyeing,dye-verb,0.71678227186203,semantic
allow dyeing,develop-dyes,0.6835553646087646,semantic
allow dyeing,dyeing-wool,0.6825771331787109,semantic
enhance weather resistance,exterior cladding for building facades,1.0,cooccurrence
enhance weather resistance,ensure good weather resistance,0.8909562826156616,semantic
enhance weather resistance,offer weather resistance,0.8239455223083496,semantic
enhance weather resistance,provide-weather-resistance,0.817740261554718,semantic
enhance weather resistance,improve-weather ability,0.6706171631813049,semantic
create-carbonates,sustainable facing bricks for construction,1.0,cooccurrence
release-heat,temperature-regulating textile for clothing,1.0,cooccurrence
release-heat,provide-heat,0.6930019855499268,semantic
release-heat,release-latent heat,0.782819926738739,semantic
boost production capacities,sustainable dyeing process for textiles,1.0,cooccurrence
provide lightweight materials,shower plates and wash basins,1.0,cooccurrence
covering surfaces,ventilated facade cladding system,1.0,cooccurrence
covering surfaces,cover-areas,0.6383219957351685,semantic
covering surfaces,provide surface,0.6607832312583923,semantic
covering surfaces,covering-wall,0.655581533908844,semantic
stabilize-humidity,interior wall and ceiling cladding,1.0,cooccurrence
stabilize-humidity,control-humidity,0.7599036693572998,semantic
stabilize-humidity,manage-humidity,0.7609868049621582,semantic
stabilize-humidity,regulate humidity,0.7882984280586243,semantic
stabilize-humidity,regulates humidity,0.7129288911819458,semantic
stabilize-humidity,withstand high humidity,0.6805450320243835,semantic
stabilize-humidity,absorbs humidity,0.6796340346336365,semantic
reduce-carbon emissions,partition walls and ceilings in building interiors,1.0,cooccurrence
reduce-carbon emissions,footwear components,1.0,cooccurrence
reduce-carbon emissions,prevent co2 emissions,0.7040896415710449,semantic
reduce-carbon emissions,reduce-agricultural emissions,0.7260258197784424,semantic
reduce-carbon emissions,reduce-emissions,0.9250664710998535,semantic
reduce-carbon emissions,reduce-carbon-footprint,0.8237437009811401,semantic
reduce-carbon emissions,reduce-co2 pollution,0.7773358821868896,semantic
reduce-carbon emissions,reduce-environmental-impact,0.7255455851554871,semantic
create-image,decorated shower wall cladding,1.0,cooccurrence
create-image,create imagery,0.6995635628700256,semantic
create-image,create-textures,0.7076979279518127,semantic
create-image,produce images,0.6789206862449646,semantic
joining-noun,textile art panel for wall decoration,1.0,cooccurrence
joining-noun,combine-noun,0.6739850640296936,semantic
joining-noun,join-resin,0.620718777179718,semantic
offer-waterproofing,durable technical fabric for outdoor gear,1.0,cooccurrence
offer-waterproofing,sustainable roofing membrane,1.0,cooccurrence
offer-waterproofing,ensure waterproofing,0.7933732867240906,semantic
offer-waterproofing,offer waterproofing,0.9407428503036499,semantic
offer-waterproofing,waterproof material,0.7324245572090149,semantic
offer-waterproofing,remain waterproof,0.7214221954345703,semantic
soften-heat,rigid lightweight sculpture armature,1.0,cooccurrence
soften-heat,apply-heat,0.6280583143234253,semantic
eliminating-toxicity,biologically degradable premium leather,1.0,cooccurrence
eliminating-toxicity,turn into non-toxic substances,0.7082867622375488,semantic
eliminating-toxicity,reduces pollutants,0.621235728263855,semantic
arrange-chessboard pattern,decorative wall panels,1.0,cooccurrence
process-high-quality design applications,veneer in custom interiors such as kitchens and cupboards,1.0,cooccurrence
create-color,parquet flooring from wine barrels,1.0,cooccurrence
create-color,create-colours,0.9546816945075989,semantic
create-color,create-colour effects,0.7584252953529358,semantic
create-color,recreate-colours,0.7193959951400757,semantic
create-color,provide colour,0.7153797149658203,semantic
create-color,provide color,0.7122544646263123,semantic
create-color,create-paints,0.645046055316925,semantic
innovative-material,ornamental leather goods,1.0,cooccurrence
act-vapor barrier,thermal and sound insulation for engine rooms,1.0,cooccurrence
resist-high temperatures,moulded components for domestic appliances,1.0,cooccurrence
resist-high temperatures,non-flammable interior building material,1.0,cooccurrence
resist-high temperatures,resist thermal transfer,0.643677294254303,semantic
resist-high temperatures,resist-temperature variations,0.8559274077415466,semantic
resist-high temperatures,resist-weather,0.7004172801971436,semantic
resist-high temperatures,withstand temperature variation,0.6390344500541687,semantic
create-tactile effect,decorative surface finish for furniture,1.0,cooccurrence
create-tactile effect,create tactile texture,0.8029116988182068,semantic
create-tactile effect,create-haptic feedback,0.6648944616317749,semantic
create-tactile effect,provide tactile feel,0.7897850275039673,semantic
create-tactile effect,offer tactile texture,0.7305999994277954,semantic
act as floor covering,insulated wall and floor covering panels,1.0,cooccurrence
act as floor covering,provide flooring,0.6992135047912598,semantic
transfer-colour,decorative interior panels,1.0,cooccurrence
transfer-colour,deliver colour fidelity,0.671658992767334,semantic
transfer-colour,retain- colour,0.6320680379867554,semantic
transfer-colour,provide colour,0.6888811588287354,semantic
transfer-colour,provide color,0.6625202298164368,semantic
transfer-colour,change-colours,0.6620963215827942,semantic
transfer-colour,transfer-inks,0.6341807246208191,semantic
cast-designs,custom wall surfaces with artistic designs,1.0,cooccurrence
cast-designs,cast-lightweight-structure,0.6700990796089172,semantic
cast-designs,cast-diverse 3d forms,0.6426682472229004,semantic
allow-easy repair,hanging acoustic ceiling panels,1.0,cooccurrence
allow-easy repair,allow-easy cleaning,0.6621426939964294,semantic
transform-materials,high performing insulating pad,1.0,cooccurrence
bonding-nonwoven fabric,nonwoven fabric for hygiene products,1.0,cooccurrence
retains co2,photocatalytic paint for building façades,1.0,cooccurrence
retains co2,capture-co2,0.7025399208068848,semantic
retains co2,reduce co2,0.8071571588516235,semantic
retains co2,reduce-co2,0.7530440092086792,semantic
retains co2,remove carbon dioxide,0.6764023900032043,semantic
provide protection,high-quality building facades,1.0,cooccurrence
provide protection,provide-protection,0.8856770992279053,semantic
provide protection,provide-durable protection,0.7645093202590942,semantic
provide protection,provide-safety,0.7260871529579163,semantic
provide protection,provide-protective seal,0.665821373462677,semantic
improve-barrier,eco-friendly coating for surfaces,1.0,cooccurrence
improve-barrier,create-barrier,0.7181130051612854,semantic
enhance-load bearing,partition walls and ceilings in building interiors,1.0,cooccurrence
enhance-load bearing,load-bearing material,0.7155362367630005,semantic
